source,bytes,sha256,group,scenario,disposition,destination,purpose,producer,dependencies
outputs/analysis/s5_period_p95_20260915/periods.csv,601078,1a613214143efddac446a4d3d4dddbe0ae7d36e7502ff5d554c81e3f30ec5b6f,analysis/s5_period_p95_20260915,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools","Nearby candidate producer(s), exact invocation not established: outputs/analysis/s5_period_p95_20260915/plot.py; outputs/analysis/s5_period_p95_20260915/render.py",Original source paths in scripts and retained artifact metadata; plotting environment
outputs/analysis/s5_period_p95_20260915/plot.py,9224,b9252fb96340c38a99c7537bddb2b5667e2b1a27d6ce4a7c69c98e7c51634dab,analysis/s5_period_p95_20260915,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools",outputs/analysis/s5_period_p95_20260915/plot.py (source code; not a generated result),"Imports, environment variables and input paths are specified in this source; see group disposition"
outputs/analysis/s5_period_p95_20260915/render.py,3761,09efe914c8522bc0c18a3b75ef0db6a2a9795afe54431f5aa679733fe474feb3,analysis/s5_period_p95_20260915,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools",outputs/analysis/s5_period_p95_20260915/render.py (source code; not a generated result),"Imports, environment variables and input paths are specified in this source; see group disposition"
outputs/analysis/s5_period_p95_20260915/rolling_p95.csv,75478,b048f51953ddb007ca712b8ac991acb23553e148cee7dd8d5f0a149a5a64f25e,analysis/s5_period_p95_20260915,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools","Nearby candidate producer(s), exact invocation not established: outputs/analysis/s5_period_p95_20260915/plot.py; outputs/analysis/s5_period_p95_20260915/render.py",Original source paths in scripts and retained artifact metadata; plotting environment
outputs/analysis/s5_period_p95_20260915/summary.json,1708440,2b87536d6708bf68c99a005d24f16b78a2cffdf2b4c667f66d87551a8d93803e,analysis/s5_period_p95_20260915,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools","Nearby candidate producer(s), exact invocation not established: outputs/analysis/s5_period_p95_20260915/plot.py; outputs/analysis/s5_period_p95_20260915/render.py",Original source paths in scripts and retained artifact metadata; plotting environment
outputs/analysis/s5_solve_times_last24h_20260915155430/plot.py,8136,4b6b221e89b0100988d227570880f87375df5c527558232f077cdf761536b577,analysis/s5_solve_times_last24h_20260915155430,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools",outputs/analysis/s5_solve_times_last24h_20260915155430/plot.py (source code; not a generated result),"Imports, environment variables and input paths are specified in this source; see group disposition"
outputs/analysis/s5_solve_times_last24h_20260915155430/render.py,4079,4e034b60cfc30b86d9db8e0e14613771e6cf8ed3adc07eba4373a77a688367d4,analysis/s5_solve_times_last24h_20260915155430,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools",outputs/analysis/s5_solve_times_last24h_20260915155430/render.py (source code; not a generated result),"Imports, environment variables and input paths are specified in this source; see group disposition"
outputs/analysis/s5_solve_times_last24h_20260915155430/solve_times.csv,1320919,558a63fd57784b24f7c967da8adfb873e3a2621262c6cc6249506ca5c1898a04,analysis/s5_solve_times_last24h_20260915155430,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools","Nearby candidate producer(s), exact invocation not established: outputs/analysis/s5_solve_times_last24h_20260915155430/plot.py; outputs/analysis/s5_solve_times_last24h_20260915155430/render.py",Original source paths in scripts and retained artifact metadata; plotting environment
outputs/analysis/s5_solve_times_last24h_20260915155430/solve_times_last24h.pdf,62178,df5b410df8c746b70dd76519b1d746814765151f8fb9eaae4e8b519e4c86595f,analysis/s5_solve_times_last24h_20260915155430,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools","Nearby candidate producer(s), exact invocation not established: outputs/analysis/s5_solve_times_last24h_20260915155430/plot.py; outputs/analysis/s5_solve_times_last24h_20260915155430/render.py",Original source paths in scripts and retained artifact metadata; plotting environment
outputs/analysis/s5_solve_times_last24h_20260915155430/solve_times_last24h.png,304006,7fcc9c016ba6e16ff819ebf11ad0e6d5c0ad0fba04f28bc22113f7f36641b0f6,analysis/s5_solve_times_last24h_20260915155430,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools","Nearby candidate producer(s), exact invocation not established: outputs/analysis/s5_solve_times_last24h_20260915155430/plot.py; outputs/analysis/s5_solve_times_last24h_20260915155430/render.py",Original source paths in scripts and retained artifact metadata; plotting environment
outputs/analysis/s5_solve_times_last24h_20260915155430/summary.json,2309944,a6b2b67d91665d2c41a58002ee9a92b61cb36ce72c93c48a80ed0da7deedfa62,analysis/s5_solve_times_last24h_20260915155430,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools","Nearby candidate producer(s), exact invocation not established: outputs/analysis/s5_solve_times_last24h_20260915155430/plot.py; outputs/analysis/s5_solve_times_last24h_20260915155430/render.py",Original source paths in scripts and retained artifact metadata; plotting environment
outputs/analysis/s5_solve_times_walltime_20260914/plot.py,8311,02b1fbc000a7f2b575f062ec6f256a206bd7fe2f5bd20c3a5cc106414cb3da4d,analysis/s5_solve_times_walltime_20260914,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools",outputs/analysis/s5_solve_times_walltime_20260914/plot.py (source code; not a generated result),"Imports, environment variables and input paths are specified in this source; see group disposition"
outputs/analysis/s5_solve_times_walltime_20260914/solve_times.csv,1006948,be5d5e26469d30e4f27654496514651837fd94fe51197cd2cb56ed9c1766b69f,analysis/s5_solve_times_walltime_20260914,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools","Nearby candidate producer(s), exact invocation not established: outputs/analysis/s5_solve_times_walltime_20260914/plot.py",Original source paths in scripts and retained artifact metadata; plotting environment
outputs/analysis/s5_solve_times_walltime_20260914/solve_times_walltime.pdf,104770,61847dfc10a41862836a5d77634813f664912b57fa2b4e1ed65e0166408ce3d5,analysis/s5_solve_times_walltime_20260914,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools","Nearby candidate producer(s), exact invocation not established: outputs/analysis/s5_solve_times_walltime_20260914/plot.py",Original source paths in scripts and retained artifact metadata; plotting environment
outputs/analysis/s5_solve_times_walltime_20260914/solve_times_walltime.png,490256,e510b4463ed351e2457a8b81ef6bea051ed9a3953c2bcb92fbb337478590b211,analysis/s5_solve_times_walltime_20260914,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools","Nearby candidate producer(s), exact invocation not established: outputs/analysis/s5_solve_times_walltime_20260914/plot.py",Original source paths in scripts and retained artifact metadata; plotting environment
outputs/analysis/s5_solve_times_walltime_20260914/summary.json,1972349,2b244c81dc5b4c528f8fbbbbccdc236f8670ae8e4c989b69ebe8065d56153454,analysis/s5_solve_times_walltime_20260914,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools","Nearby candidate producer(s), exact invocation not established: outputs/analysis/s5_solve_times_walltime_20260914/plot.py",Original source paths in scripts and retained artifact metadata; plotting environment
outputs/analysis/s5_timing_20260914T171655Z/REPORT.md,6238,ca037f4699aa4fd42a9136f18aca2531b8b1f27c1e095a613bfcb56c7129a01d,analysis/s5_timing_20260914T171655Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools","Nearby candidate producer(s), exact invocation not established: outputs/analysis/s5_timing_20260914T171655Z/analyze.py; outputs/analysis/s5_timing_20260914T171655Z/render_attempts.py",Original source paths in scripts and retained artifact metadata; plotting environment
